PAYER_NAME,NAME,COVER_ID
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER,144865
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER,144868
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER,144872
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER,146555
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER,147752
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER,150560
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER,150624
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,63745
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,64139
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,64287
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,68078
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,68246
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,68853
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,68864
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,70293
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,70357
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,70450
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,70452
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,70457
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,70884
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,70888
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,70891
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,71779
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,71783
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,72798
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,72807
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,72818
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,74133
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,74180
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,74498
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,74505
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,76561
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,79724
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,79959
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,80075
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,80324
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,80402
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,80545
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,81062
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,81154
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,81158
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,81159
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,81161
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,81173
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,81174
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,81175
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,81176
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,81241
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,81242
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,81243
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,81245
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,81246
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,81266
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,81268
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,81269
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,81299
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,81348
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,81355
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,81709
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,81711
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,82149
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,82151
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,83729
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,83733
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,84826
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,85559
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,86066
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,86570
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,86572
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,86577
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,87509
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,88674
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,89000
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,89412
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,89435
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,89451
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,89516
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,89527
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,92078
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,92081
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,93274
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,94376
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,94381
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,97448
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,100436
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,101726
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,104487
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,104495
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,106977
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,110606
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,111852
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,111871
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,111902
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,112322
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,112327
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,112330
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,112333
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,112579
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,112580
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,112583
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,112584
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,112594
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,114956
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,114960
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,115061
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,117685
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,117854
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,118342
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,118774
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,118776
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,118778
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,118780
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,119053
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,120122
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,120125
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,121318
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,121326
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,121334
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,121341
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,122642
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,122752
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,123009
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,123452
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,123664
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,124389
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,124503
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,125775
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,125972
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,128028
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,130734
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,130738
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,130742
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,130749
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,130755
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,132212
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,132217
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,132452
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,133072
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,135153
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,136013
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,136017
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,136021
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,136027
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,138888
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,138892
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,139222
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,139250
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,139264
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,139267
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,139273
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,139424
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,140451
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,140676
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,140683
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,141357
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,141363
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,141367
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,141691
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,141697
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,141732
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,141738
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,141764
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,141802
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,141807
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,141813
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,141820
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,142023
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,142028
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,142032
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,142045
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,142051
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,142062
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,142104
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,142471
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,142506
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,142510
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,142514
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,142518
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,142522
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,142526
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,142530
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,142535
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,142539
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,142543
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,142601
MTIBA INSURANCE KENYA,CHRONIC / PRE-EXISTING / HIV / CANCER / COVID-19,142638
