PAYER_NAME,NAME,COVER_ID
MTIBA INSURANCE KENYA,chronic  pre-existing,68465
MTIBA INSURANCE KENYA,chronic  pre-existing,68756
MTIBA INSURANCE KENYA,chronic  pre-existing,68920
MTIBA INSURANCE KENYA,chronic  pre-existing,68930
MTIBA INSURANCE KENYA,chronic  pre-existing,68941
MTIBA INSURANCE KENYA,chronic  pre-existing,68949
MTIBA INSURANCE KENYA,chronic  pre-existing,69225
MTIBA INSURANCE KENYA,chronic  pre-existing,69247
MTIBA INSURANCE KENYA,chronic  pre-existing,69415
MTIBA INSURANCE KENYA,chronic  pre-existing,69423
MTIBA INSURANCE KENYA,chronic  pre-existing,69630
MTIBA INSURANCE KENYA,chronic  pre-existing,69634
MTIBA INSURANCE KENYA,chronic  pre-existing,71380
MTIBA INSURANCE KENYA,chronic  pre-existing,72645
MTIBA INSURANCE KENYA,chronic  pre-existing,72705
MTIBA INSURANCE KENYA,chronic  pre-existing,79303
MTIBA INSURANCE KENYA,chronic  pre-existing,79603
MTIBA INSURANCE KENYA,chronic  pre-existing,80420
MTIBA INSURANCE KENYA,chronic  pre-existing,80465
MTIBA INSURANCE KENYA,chronic  pre-existing,80468
MTIBA INSURANCE KENYA,chronic  pre-existing,80746
MTIBA INSURANCE KENYA,chronic  pre-existing,80807
MTIBA INSURANCE KENYA,chronic  pre-existing,81063
MTIBA INSURANCE KENYA,chronic  pre-existing,81064
MTIBA INSURANCE KENYA,chronic  pre-existing,81065
MTIBA INSURANCE KENYA,chronic  pre-existing,81073
MTIBA INSURANCE KENYA,chronic  pre-existing,81074
MTIBA INSURANCE KENYA,chronic  pre-existing,81075
MTIBA INSURANCE KENYA,chronic  pre-existing,81076
MTIBA INSURANCE KENYA,chronic  pre-existing,81077
MTIBA INSURANCE KENYA,chronic  pre-existing,81252
MTIBA INSURANCE KENYA,chronic  pre-existing,81261
MTIBA INSURANCE KENYA,chronic  pre-existing,81621
MTIBA INSURANCE KENYA,chronic  pre-existing,81625
MTIBA INSURANCE KENYA,chronic  pre-existing,83377
MTIBA INSURANCE KENYA,chronic  pre-existing,83378
MTIBA INSURANCE KENYA,chronic  pre-existing,83379
MTIBA INSURANCE KENYA,chronic  pre-existing,91074
MTIBA INSURANCE KENYA,chronic  pre-existing,100740
MTIBA INSURANCE KENYA,chronic  pre-existing,100745
MTIBA INSURANCE KENYA,chronic  pre-existing,100750
MTIBA INSURANCE KENYA,chronic  pre-existing,100755
MTIBA INSURANCE KENYA,chronic  pre-existing,106156
MTIBA INSURANCE KENYA,chronic  pre-existing,106163
MTIBA INSURANCE KENYA,chronic  pre-existing,106167
MTIBA INSURANCE KENYA,chronic  pre-existing,106253
MTIBA INSURANCE KENYA,chronic  pre-existing,111140
MTIBA INSURANCE KENYA,chronic  pre-existing,112627
MTIBA INSURANCE KENYA,chronic  pre-existing,112635
MTIBA INSURANCE KENYA,chronic  pre-existing,112642
MTIBA INSURANCE KENYA,chronic  pre-existing,112815
MTIBA INSURANCE KENYA,chronic  pre-existing,113141
MTIBA INSURANCE KENYA,chronic  pre-existing,113147
MTIBA INSURANCE KENYA,chronic  pre-existing,116920
MTIBA INSURANCE KENYA,chronic  pre-existing,116932
MTIBA INSURANCE KENYA,chronic  pre-existing,119986
MTIBA INSURANCE KENYA,chronic  pre-existing,130811
MTIBA INSURANCE KENYA,chronic  pre-existing,130905
MTIBA INSURANCE KENYA,chronic  pre-existing,141507
MTIBA INSURANCE KENYA,chronic  pre-existing,142897
MTIBA INSURANCE KENYA,chronic  pre-existing,142903
MTIBA INSURANCE KENYA,chronic  pre-existing,143881
MTIBA INSURANCE KENYA,chronic  pre-existing,144865
MTIBA INSURANCE KENYA,chronic  pre-existing,144868
MTIBA INSURANCE KENYA,chronic  pre-existing,144872
MTIBA INSURANCE KENYA,chronic  pre-existing,146555
MTIBA INSURANCE KENYA,chronic  pre-existing,147752
MTIBA INSURANCE KENYA,chronic  pre-existing,150560
MTIBA INSURANCE KENYA,chronic  pre-existing,150624
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,63745
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,64139
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,64287
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,68078
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,68246
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,68853
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,68864
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,70293
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,70357
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,70450
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,70452
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,70457
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,70884
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,70888
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,70891
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,71779
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,71783
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,72798
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,72807
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,72818
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,74133
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,74180
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,74498
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,74505
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,76561
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,79724
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,79959
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,80075
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,80324
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,80402
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,80545
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,81062
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,81154
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,81158
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,81159
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,81161
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,81173
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,81174
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,81175
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,81176
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,81241
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,81242
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,81243
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,81245
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,81246
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,81266
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,81268
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,81269
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,81299
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,81348
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,81355
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,81709
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,81711
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,82149
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,82151
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,83729
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,83733
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,84826
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,85559
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,86066
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,86570
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,86572
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,86577
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,87509
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,88674
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,89000
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,89412
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,89435
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,89451
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,89516
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,89527
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,92078
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,92081
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,93274
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,94376
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,94381
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,97448
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,100436
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,101726
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,104487
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,104495
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,106977
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,110606
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,111852
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,111871
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,111902
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,112322
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,112327
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,112330
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,112333
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,112579
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,112580
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,112583
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,112584
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,112594
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,114956
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,114960
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,115061
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,117685
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,117854
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,118342
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,118774
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,118776
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,118778
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,118780
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,119053
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,120122
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,120125
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,121318
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,121326
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,121334
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,121341
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,122642
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,122752
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,123009
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,123452
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,123664
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,124389
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,124503
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,125775
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,125972
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,128028
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,130734
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,130738
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,130742
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,130749
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,130755
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,132212
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,132217
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,132452
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,133072
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,135153
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,136013
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,136017
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,136021
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,136027
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,138888
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,138892
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,139222
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,139250
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,139264
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,139267
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,139273
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,139424
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,140451
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,140676
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,140683
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,141357
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,141363
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,141367
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,141691
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,141697
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,141732
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,141738
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,141764
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,141802
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,141807
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,141813
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,141820
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,142023
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,142028
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,142032
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,142045
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,142051
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,142062
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,142104
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,142471
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,142506
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,142510
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,142514
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,142518
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,142522
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,142526
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,142530
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,142535
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,142539
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,142543
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,142601
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,142638
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,142644
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,142807
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,142811
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,142815
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,142818
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,142857
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,142860
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,142931
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,143959
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,144262
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,144267
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,144294
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,144605
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,144610
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,144820
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,144826
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,144843
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,144846
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,144921
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,145003
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,145009
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,145110
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,145113
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,145130
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,145136
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,145158
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,145161
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,145163
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,145218
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,145414
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,145417
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,145423
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,145432
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,145437
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,145443
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,145449
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,145767
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,145805
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,145829
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,145970
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,146171
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,146174
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,146176
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,146282
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,146286
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,146289
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,146310
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,146324
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,146337
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,146350
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,146432
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,146468
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,146659
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,146664
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,146898
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,147270
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,147274
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,147291
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,147332
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,147621
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,147757
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,147779
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,147852
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,148032
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,148037
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,148042
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,148142
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,148146
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,148252
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,148328
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,148613
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,148618
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,148808
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,148813
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,148817
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,148853
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,148895
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,148948
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,148962
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,148967
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,148982
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,149827
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,149831
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,149836
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,149840
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,149845
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,149850
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,149853
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,149857
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,149861
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,149899
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,149901
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,150350
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,150380
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,150461
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,150478
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,150495
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,150531
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,151062
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,151066
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,151071
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,151079
MTIBA INSURANCE KENYA,chronic  pre-existing     -19,151159
MTIBA INSURANCE KENYA,chronic  pre-existing     orcarepayn tran,10828
MTIBA INSURANCE KENYA,chronic  pre-existing     orcarepayn tran,10841
MTIBA INSURANCE KENYA,chronic  pre-existing     orcarepayn tran,10854
MTIBA INSURANCE KENYA,chronic  pre-existing     orcarepayn tran,10867
MTIBA INSURANCE KENYA,chronic  pre-existing   -19,71368
MTIBA INSURANCE KENYA,chronic  pre-existing   -19,71377
MTIBA INSURANCE KENYA,chronic  pre-existing   -19,84796
MTIBA INSURANCE KENYA,chronic  pre-existing   -19,128858
MTIBA INSURANCE KENYA,chronic pre-existing,114388
MTIBA INSURANCE KENYA,chronic pre-existing  -19,114396
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,59327
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,59336
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,59386
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,59417
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,59422
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,59429
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,59937
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,59944
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,59950
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,59956
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,60066
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,60077
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,60417
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,61230
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,61313
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,61371
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,61824
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,62041
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,62072
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,62445
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,62457
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,62466
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,62978
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,62982
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,62986
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,63337
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,63459
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,63485
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,63490
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,63497
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,63504
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,63512
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,63576
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,63747
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,63762
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,63796
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,64020
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,64262
MTIBA INSURANCE KENYA,chronic pre-existing  orcarepayn transplant,64280
